"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Database","Direction","Threshold"
"Organic Cation Transport R-HSA-549127","1/10",0.0748682748782873,0.396246224824597,0,0,14.3116883116883,37.0962545339264,"SLC22A16","Reactome_2022","Positive","p < 0.05"
"CaMK IV-mediated Phosphorylation Of CREB R-HSA-111932","1/10",0.0748682748782873,0.396246224824597,0,0,14.3116883116883,37.0962545339264,"CREB1","Reactome_2022","Positive","p < 0.05"
"Reactions Specific To Complex N-glycan Synthesis Pathway R-HSA-975578","1/10",0.0748682748782873,0.396246224824597,0,0,14.3116883116883,37.0962545339264,"FUCA1","Reactome_2022","Positive","p < 0.05"
"HDL Remodeling R-HSA-8964058","1/10",0.0748682748782873,0.396246224824597,0,0,14.3116883116883,37.0962545339264,"LCAT","Reactome_2022","Positive","p < 0.05"
"Uptake Of Dietary Cobalamins Into Enterocytes R-HSA-9758881","1/10",0.0748682748782873,0.396246224824597,0,0,14.3116883116883,37.0962545339264,"PRSS3","Reactome_2022","Positive","p < 0.05"
"rRNA Processing In Mitochondrion R-HSA-8868766","1/10",0.0748682748782873,0.396246224824597,0,0,14.3116883116883,37.0962545339264,"MRM1","Reactome_2022","Positive","p < 0.05"
"Neurotransmitter Clearance R-HSA-112311","1/10",0.0748682748782873,0.396246224824597,0,0,14.3116883116883,37.0962545339264,"ACHE","Reactome_2022","Positive","p < 0.05"
"O-linked Glycosylation Of Mucins R-HSA-913709","2/59",0.0766778423993973,0.396246224824597,0,0,4.53801169590643,11.6542606968697,"ST6GALNAC4;B4GALT5","Reactome_2022","Positive","p < 0.05"
"RHOQ GTPase Cycle R-HSA-9013406","2/59",0.0766778423993973,0.396246224824597,0,0,4.53801169590643,11.6542606968697,"PKN1;CDC42BPA","Reactome_2022","Positive","p < 0.05"
"Transcriptional Regulation By MECP2 R-HSA-8986944","2/60",0.0789317239550013,0.396246224824597,0,0,4.4595447374352,11.3235513705543,"RBFOX1;CREB1","Reactome_2022","Positive","p < 0.05"
"Disease R-HSA-1643685","19/1736",0.0790568309609967,0.396246224824597,0,0,1.4750077083833,3.74296231189286,"GTF2A2;DHH;EGF;OMD;FGG;BGN;KERA;HDAC8;IFIH1;ADAMTSL1;DLL4;CREB1;NAGLU;PSMB3;KIT;KDR;GEMIN7;MAN1B1;ST6GALNAC4","Reactome_2022","Positive","p < 0.05"
"Pexophagy R-HSA-9664873","1/11",0.0820416189272721,0.396246224824597,0,0,12.8798701298701,32.2064837860958,"NBR1","Reactome_2022","Positive","p < 0.05"
"Phenylalanine And Tyrosine Metabolism R-HSA-8963691","1/11",0.0820416189272721,0.396246224824597,0,0,12.8798701298701,32.2064837860958,"GSTZ1","Reactome_2022","Positive","p < 0.05"
"DSCAM Interactions R-HSA-376172","1/11",0.0820416189272721,0.396246224824597,0,0,12.8798701298701,32.2064837860958,"PKN1","Reactome_2022","Positive","p < 0.05"
"Dermatan Sulfate Biosynthesis R-HSA-2022923","1/11",0.0820416189272721,0.396246224824597,0,0,12.8798701298701,32.2064837860958,"BGN","Reactome_2022","Positive","p < 0.05"
"eNOS Activation R-HSA-203615","1/11",0.0820416189272721,0.396246224824597,0,0,12.8798701298701,32.2064837860958,"CYGB","Reactome_2022","Positive","p < 0.05"
"Mucopolysaccharidoses R-HSA-2206281","1/11",0.0820416189272721,0.396246224824597,0,0,12.8798701298701,32.2064837860958,"NAGLU","Reactome_2022","Positive","p < 0.05"
"NOTCH4 Activation And Transmission Of Signal To Nucleus R-HSA-9013700","1/11",0.0820416189272721,0.396246224824597,0,0,12.8798701298701,32.2064837860958,"DLL4","Reactome_2022","Positive","p < 0.05"
"Signaling By NTRKs R-HSA-166520","3/132",0.0832496145963774,0.396246224824597,0,0,3.01652386780906,7.49881221644691,"PTPRU;CREB1;NGF","Reactome_2022","Positive","p < 0.05"
"RAB Geranylgeranylation R-HSA-8873719","2/62",0.0835008799733095,0.396246224824597,0,0,4.31045751633987,10.7024268144276,"RAB13;RAB27A","Reactome_2022","Positive","p < 0.05"
"ER To Golgi Anterograde Transport R-HSA-199977","3/133",0.0847089177458464,0.396246224824597,0,0,2.99316801619433,7.38873820281093,"DCTN2;PTGES2;ARFGAP1","Reactome_2022","Positive","p < 0.05"
"Signaling By MET R-HSA-6806834","2/63",0.0858152602117777,0.396246224824597,0,0,4.23957998499946,10.410536373338,"LAMC2;HGFAC","Reactome_2022","Positive","p < 0.05"
"Hedgehog Ligand Biogenesis R-HSA-5358346","2/64",0.0881489218191783,0.396246224824597,0,0,4.17098882563778,10.1301956860376,"DHH;PSMB3","Reactome_2022","Positive","p < 0.05"
"Activation Of RAC1 R-HSA-428540","1/12",0.0891596984900511,0.396246224824597,0,0,11.7083825265643,28.3029792807582,"PKN1","Reactome_2022","Positive","p < 0.05"
"CD28 Dependent Vav1 Pathway R-HSA-389359","1/12",0.0891596984900511,0.396246224824597,0,0,11.7083825265643,28.3029792807582,"PKN1","Reactome_2022","Positive","p < 0.05"
"CREB1 Phosphorylation Thru Activation Of Adenylate Cyclase R-HSA-442720","1/12",0.0891596984900511,0.396246224824597,0,0,11.7083825265643,28.3029792807582,"CREB1","Reactome_2022","Positive","p < 0.05"
"Frs2-mediated Activation R-HSA-170968","1/12",0.0891596984900511,0.396246224824597,0,0,11.7083825265643,28.3029792807582,"NGF","Reactome_2022","Positive","p < 0.05"
"GRB2 Events In EGFR Signaling R-HSA-179812","1/12",0.0891596984900511,0.396246224824597,0,0,11.7083825265643,28.3029792807582,"EGF","Reactome_2022","Positive","p < 0.05"
"Vitamin D (Calciferol) Metabolism R-HSA-196791","1/12",0.0891596984900511,0.396246224824597,0,0,11.7083825265643,28.3029792807582,"GC","Reactome_2022","Positive","p < 0.05"
"NOTCH2 Intracellular Domain Regulates Transcription R-HSA-2197563","1/12",0.0891596984900511,0.396246224824597,0,0,11.7083825265643,28.3029792807582,"CREB1","Reactome_2022","Positive","p < 0.05"
"Signal Transduction R-HSA-162582","25/2465",0.0959451750175321,0.396246224824597,0,0,1.37176860025221,3.21539589226903,"PTPRU;GTF2A2;DHH;LAMC2;HDAC8;DLL4;STK10;PSMB3;KDR;HGFAC;PRKG1;IL32;RBFOX2;EGF;FGG;NGF;CDC42BPA;NDC80;RNF41;CREB1;DHRS9;HECW1;KIT;PKN1;CCL28","Reactome_2022","Positive","p < 0.05"
"Cytokine Signaling In Immune System R-HSA-1280215","9/702",0.0960519910030283,0.396246224824597,0,0,1.70361145703611,3.99133278265513,"IL32;VCAM1;CREB1;PSMB3;LCN2;IL20RB;SAMHD1;IL17RB;IP6K2","Reactome_2022","Positive","p < 0.05"
"Apoptosis Induced DNA Fragmentation R-HSA-140342","1/13",0.0962229365001757,0.396246224824597,0,0,10.7321428571429,25.1248857547761,"DFFA","Reactome_2022","Positive","p < 0.05"
"SHC1 Events In EGFR Signaling R-HSA-180336","1/13",0.0962229365001757,0.396246224824597,0,0,10.7321428571429,25.1248857547761,"EGF","Reactome_2022","Positive","p < 0.05"
"Downregulation Of ERBB2:ERBB3 Signaling R-HSA-1358803","1/13",0.0962229365001757,0.396246224824597,0,0,10.7321428571429,25.1248857547761,"RNF41","Reactome_2022","Positive","p < 0.05"
"ERBB2 Activates PTK6 Signaling R-HSA-8847993","1/13",0.0962229365001757,0.396246224824597,0,0,10.7321428571429,25.1248857547761,"EGF","Reactome_2022","Positive","p < 0.05"
"Synthesis Of PE R-HSA-1483213","1/13",0.0962229365001757,0.396246224824597,0,0,10.7321428571429,25.1248857547761,"ETNK2","Reactome_2022","Positive","p < 0.05"
"TFAP2 (AP-2) Family Regulates Transcription Of Growth Factors And Their Receptors R-HSA-8866910","1/13",0.0962229365001757,0.396246224824597,0,0,10.7321428571429,25.1248857547761,"KIT","Reactome_2022","Positive","p < 0.05"
"Activation Of Arylsulfatases R-HSA-1663150","1/13",0.0962229365001757,0.396246224824597,0,0,10.7321428571429,25.1248857547761,"ARSA","Reactome_2022","Positive","p < 0.05"
"Transcriptional Regulation Of Testis Differentiation R-HSA-9690406","1/13",0.0962229365001757,0.396246224824597,0,0,10.7321428571429,25.1248857547761,"DHH","Reactome_2022","Positive","p < 0.05"
"p75NTR Recruits Signaling Complexes R-HSA-209543","1/13",0.0962229365001757,0.396246224824597,0,0,10.7321428571429,25.1248857547761,"NGF","Reactome_2022","Positive","p < 0.05"
"NF-kB Activation Thru FADD/RIP-1 Pathway Mediated By Caspase-8 And -10 R-HSA-933543","1/13",0.0962229365001757,0.396246224824597,0,0,10.7321428571429,25.1248857547761,"IFIH1","Reactome_2022","Positive","p < 0.05"
"NF-kB Is Activated And Signals Survival R-HSA-209560","1/13",0.0962229365001757,0.396246224824597,0,0,10.7321428571429,25.1248857547761,"NGF","Reactome_2022","Positive","p < 0.05"
"RHOB GTPase Cycle R-HSA-9013026","2/69",0.100091480692852,0.396246224824597,0,0,3.85874548824505,8.88156144543646,"STK10;PKN1","Reactome_2022","Positive","p < 0.05"
"Interleukin-17 Signaling R-HSA-448424","2/69",0.100091480692852,0.396246224824597,0,0,3.85874548824505,8.88156144543646,"CREB1;IL17RB","Reactome_2022","Positive","p < 0.05"
"MAPK Family Signaling Cascades R-HSA-5683057","5/318",0.101727976949593,0.396246224824597,0,0,2.0800851970181,4.75393678912604,"PSMB3;EGF;FGG;KIT;PKN1","Reactome_2022","Positive","p < 0.05"
"Prolonged ERK Activation Events R-HSA-169893","1/14",0.103231752695765,0.396246224824597,0,0,9.90609390609391,22.4945479544923,"NGF","Reactome_2022","Positive","p < 0.05"
"CS/DS Degradation R-HSA-2024101","1/14",0.103231752695765,0.396246224824597,0,0,9.90609390609391,22.4945479544923,"BGN","Reactome_2022","Positive","p < 0.05"
"Constitutive Signaling By EGFRvIII R-HSA-5637810","1/14",0.103231752695765,0.396246224824597,0,0,9.90609390609391,22.4945479544923,"EGF","Reactome_2022","Positive","p < 0.05"
"Creation Of C4 And C2 Activators R-HSA-166786","1/14",0.103231752695765,0.396246224824597,0,0,9.90609390609391,22.4945479544923,"C1QC","Reactome_2022","Positive","p < 0.05"
"Retrograde Neurotrophin Signaling R-HSA-177504","1/14",0.103231752695765,0.396246224824597,0,0,9.90609390609391,22.4945479544923,"NGF","Reactome_2022","Positive","p < 0.05"
"Plasma Lipoprotein Assembly, Remodeling, And Clearance R-HSA-174824","2/71",0.104988729755008,0.396246224824597,0,0,3.74651889741404,8.44428744842384,"LCAT;APOA4","Reactome_2022","Positive","p < 0.05"
"Interferon Alpha/Beta Signaling R-HSA-909733","2/72",0.107461501770093,0.396246224824597,0,0,3.69281045751634,8.23726653282977,"SAMHD1;IP6K2","Reactome_2022","Positive","p < 0.05"
"RHOC GTPase Cycle R-HSA-9013106","2/73",0.109949849185671,0.396246224824597,0,0,3.64061493141858,8.0374982015832,"STK10;PKN1","Reactome_2022","Positive","p < 0.05"
"Extra-nuclear Estrogen Signaling R-HSA-9009391","2/73",0.109949849185671,0.396246224824597,0,0,3.64061493141858,8.0374982015832,"CREB1;EGF","Reactome_2022","Positive","p < 0.05"
"Organic Cation/Anion/Zwitterion Transport R-HSA-549132","1/15",0.110186563589273,0.396246224824597,0,0,9.19805194805195,20.2870423331986,"SLC22A16","Reactome_2022","Positive","p < 0.05"
"Constitutive Signaling By NOTCH1 HD Domain Mutants R-HSA-2691232","1/15",0.110186563589273,0.396246224824597,0,0,9.19805194805195,20.2870423331986,"DLL4","Reactome_2022","Positive","p < 0.05"
"Signaling By ERBB2 ECD Mutants R-HSA-9665348","1/15",0.110186563589273,0.396246224824597,0,0,9.19805194805195,20.2870423331986,"EGF","Reactome_2022","Positive","p < 0.05"
"ERBB2 Regulates Cell Motility R-HSA-6785631","1/15",0.110186563589273,0.396246224824597,0,0,9.19805194805195,20.2870423331986,"EGF","Reactome_2022","Positive","p < 0.05"
"Synthesis Of Prostaglandins (PG) And Thromboxanes (TX) R-HSA-2162123","1/15",0.110186563589273,0.396246224824597,0,0,9.19805194805195,20.2870423331986,"PTGES2","Reactome_2022","Positive","p < 0.05"
"GRB2 Events In ERBB2 Signaling R-HSA-1963640","1/15",0.110186563589273,0.396246224824597,0,0,9.19805194805195,20.2870423331986,"EGF","Reactome_2022","Positive","p < 0.05"
"GRB2:SOS Provides Linkage To MAPK Signaling For Integrins R-HSA-354194","1/15",0.110186563589273,0.396246224824597,0,0,9.19805194805195,20.2870423331986,"FGG","Reactome_2022","Positive","p < 0.05"
"TRAF3-dependent IRF Activation Pathway R-HSA-918233","1/15",0.110186563589273,0.396246224824597,0,0,9.19805194805195,20.2870423331986,"IFIH1","Reactome_2022","Positive","p < 0.05"
"cGMP Effects R-HSA-418457","1/15",0.110186563589273,0.396246224824597,0,0,9.19805194805195,20.2870423331986,"PRKG1","Reactome_2022","Positive","p < 0.05"
"p130Cas Linkage To MAPK Signaling For Integrins R-HSA-372708","1/15",0.110186563589273,0.396246224824597,0,0,9.19805194805195,20.2870423331986,"FGG","Reactome_2022","Positive","p < 0.05"
"Metabolism Of Nitric Oxide: NOS3 Activation And Regulation R-HSA-202131","1/15",0.110186563589273,0.396246224824597,0,0,9.19805194805195,20.2870423331986,"CYGB","Reactome_2022","Positive","p < 0.05"
"N-Glycan Antennae Elongation R-HSA-975577","1/15",0.110186563589273,0.396246224824597,0,0,9.19805194805195,20.2870423331986,"B4GALT5","Reactome_2022","Positive","p < 0.05"
"Signaling By NOTCH1 R-HSA-1980143","2/74",0.112453386079987,0.396246224824597,0,0,3.58986928104575,7.84464154686416,"DLL4;HDAC8","Reactome_2022","Positive","p < 0.05"
"PI3K Events In ERBB2 Signaling R-HSA-1963642","1/16",0.117087782627636,0.396246224824597,0,0,8.58441558441558,18.4121236379896,"EGF","Reactome_2022","Positive","p < 0.05"
"Plasma Lipoprotein Assembly R-HSA-8963898","1/16",0.117087782627636,0.396246224824597,0,0,8.58441558441558,18.4121236379896,"APOA4","Reactome_2022","Positive","p < 0.05"
"Rap1 Signaling R-HSA-392517","1/16",0.117087782627636,0.396246224824597,0,0,8.58441558441558,18.4121236379896,"PRKG1","Reactome_2022","Positive","p < 0.05"
"Regulation Of KIT Signaling R-HSA-1433559","1/16",0.117087782627636,0.396246224824597,0,0,8.58441558441558,18.4121236379896,"KIT","Reactome_2022","Positive","p < 0.05"
"Regulation Of Pyruvate Dehydrogenase (PDH) Complex R-HSA-204174","1/16",0.117087782627636,0.396246224824597,0,0,8.58441558441558,18.4121236379896,"GSTZ1","Reactome_2022","Positive","p < 0.05"
"Sema3A PAK Dependent Axon Repulsion R-HSA-399954","1/16",0.117087782627636,0.396246224824597,0,0,8.58441558441558,18.4121236379896,"PKN1","Reactome_2022","Positive","p < 0.05"
"Signaling By NTRK3 (TRKC) R-HSA-9034015","1/16",0.117087782627636,0.396246224824597,0,0,8.58441558441558,18.4121236379896,"PTPRU","Reactome_2022","Positive","p < 0.05"
